Manufacturer,Model,Price,Transmission,Power,Engine CC,Fuel,Male,Female,Unknown,Total
Renault,Vel,51.6415625,5.375,126.5,2376.75,petrol,911,154,50,"1,115"
Alfa-Romeo,164,38.39725,4.75,131,2652.375,petrol,968,105,39,"1,112"
Triumph,TR7,13.137,5,93.5,1998,petrol,956,108,45,"1,109"
Mercedes,Viano,57.22905851,5.234042553,120.4255319,2309.340426,diesel,777,207,66,"1,050"
Ford,Fiesta,18.53214286,5.714285714,68.57142857,1166.142857,petrol,544298,601918,"49,080",1195296
Ford,Mondeo,39.97375,1.75,130.25,1998.5,petrol,594332,137069,"26,609",758010
Ford,Focus,30.61932203,5.966101695,94.03389831,1497.169492,petrol,443988,226668,"26,904",697560
Volkswagen,Golf,31.24215385,6.164835165,89.46153846,1537.406593,petrol,394540,252197,"40,848",687585
Renault,Clio,22.1,5.615384615,75.57692308,1219.653846,petrol,266957,382213,"30,690",679860
Ford,Escort,16.20874359,4.461538462,63.56410256,1650.205128,petrol,437946,199121,"26,080",663147
Nissan,Micra,20.3776087,4.869565217,67.95652174,1279.695652,petrol,196565,326061,"30,430",553056
BMW,320i,47.84837037,6.444444444,126.1111111,1995.777778,petrol,364900,127354,"27,418",519672
Peugeot,206,20.03375,4.833333333,71.33333333,1631.5,petrol,181333,307566,"24,182",513081
Volkswagen,Polo,18.1925,5.074074074,60.96296296,1408.055556,petrol,186102,266876,"30,205",483183
Renault,Megane,26.4498867,5.408866995,87.31034483,1623.793103,petrol,266914,190165,"23,486",480565
Ford,Ka+,15.46,5,60.8,1196,petrol,"95,303",260483,"17,942",373728
Honda,Civic,29.942625,4.5,106.225,1480.575,petrol,221092,130915,"20,608",372615
Rover,2000,17.182,5,74,1994,petrol,214515,123743,"15,639",353897
Peugeot,306,18.64264,4.84,67,1698.64,petrol,205295,124092,"16,104",345491
Peugeot,106,12.35588235,4.647058824,53.88235294,1366.294118,petrol,121971,165216,"13,928",301115
Citroen,Xsara,22.36209302,4.88372093,72.58139535,1743.44186,petrol,150576,"78,185","8,743",237504
Toyota,Corolla,27.23911864,3.033898305,91.61016949,1677.949153,petrol,136760,"85,032","14,424",236216
Renault,Laguna,34.02059211,5.552631579,99,1920.026316,diesel,176616,"48,225","9,910",234751
Volkswagen,Passat,46.06451282,6.487179487,125.4358974,1835.846154,petrol,165503,"38,584","11,793",215880
Citroen,Saxo,12.32981818,4.818181818,53.81818182,1367.272727,petrol,"92,260",113944,"8,546",214750
Peugeot,406,28.60820513,4.756410256,92.82051282,2043.820513,petrol,165597,"35,097","9,474",210168
Mercedes,CLA,46.5274,7.04,131.6,1596.92,petrol,144603,"45,450","13,601",203654
Toyota,Yaris,20.7206,3.52,74.4,1397.8,petrol,"67,240",113341,"15,482",196063
Nissan,Almera,22.78208333,4.916666667,81.66666667,1847.666667,petrol,115766,"64,484","9,307",189557
Nissan,Primera,26.51269565,4.02173913,93.58695652,1933.021739,petrol,135634,"36,561","9,517",181712
Audi,A4,57.92693548,6.161290323,149.7096774,2283.112903,petrol,134273,"36,467","9,327",180067
Peugeot,307,27.46483636,4.872727273,86.45454545,1723,petrol,"97,719","69,969","6,980",174668
BMW,535i,93.71425,8,225,2979,petrol,134862,"21,275","8,107",164244
Land-Rover,Discovery,107.4521429,8,182.5714286,2425.428571,diesel,122403,"32,777","6,460",161640
Honda,Accord,39.39984314,5.784313725,117.7058824,2151.647059,petrol,107929,"24,303","8,350",140582
Land-Rover,Freelander,43.86363077,5.292307692,105.1692308,2083.523077,diesel,"83,796","48,126","6,447",138369
Toyota,Avensis,37.31523077,4.323076923,103.6769231,1873.261538,petrol,"97,803","23,215","7,297",128315
Mercedes,E,78.07322727,7.672727273,192.4,2598.818182,petrol,"92,854","16,405","7,504",116763
Peugeot,205,13.11525,4.75,50.875,1430.75,petrol,"54,769","40,967","4,918",100654
Mini,Cooper,31.38814286,6.714285714,111,1711.571429,petrol,"40,285","53,303","6,079","99,667"
Skoda,Fabia,19.00794118,5.205882353,66.97058824,1292.352941,petrol,"54,550","39,820","4,774","99,144"
Toyota,Carina,17.44569231,4.692307692,68.26923077,1791.230769,petrol,"72,645","20,068","5,871","98,584"
Toyota,RAV4,43.54851613,1.35483871,137.7741935,2261.193548,petrol,"42,529","45,622","6,820","94,971"
Seat,Ibiza,19.93814035,5.649122807,76.31578947,1205.192982,petrol,"45,482","43,722","4,390","93,594"
Mazda,323,17.34364706,4.745098039,70.92156863,1683.607843,petrol,"52,579","34,333","4,757","91,669"
Ford,Galaxy,53.78571429,6,124.8571429,1855,diesel,"59,781","24,920","4,231","88,932"
Peugeot,405,20.43008333,4.791666667,69.875,1773,petrol,"66,461","16,617","3,360","86,438"
Citroen,Xantia,24.84390244,4.756097561,84.92682927,1982.756098,petrol,"66,320","15,760","3,734","85,814"
Rover,75,39.35238095,5,98.04761905,1928.714286,petrol,"69,739","11,216","2,910","83,865"
Audi,A3,36.21929825,6.473684211,94.33333333,1424.666667,petrol,"48,888","29,644","5,330","83,862"
Citroen,ZX,16.05676923,4.923076923,67,1703.153846,petrol,"52,128","27,183","4,325","83,636"
Mercedes,A,31.1045119,4.547619048,93.01190476,1699.119048,petrol,"33,831","41,968","6,273","82,072"
Suzuki,Vitara,26.803,5.428571429,85.71428571,1310,petrol,"43,253","32,600","5,199","81,052"
Citroen,C3,22.90364865,5.405405405,75.64864865,1364,petrol,"32,594","40,948","2,920","76,462"
Hyundai,Accent,14.293,4.6,75.4,1479,petrol,"41,871","30,734","3,648","76,253"
Honda,Jazz,26.3525,0,80,1498,petrol,"33,424","38,864","3,419","75,707"
Citroen,AX,10.83275,5,45,1242,petrol,"33,183","35,584","3,650","72,417"
Mazda,MX-5,37.46857143,5.857142857,103.4285714,1718.571429,petrol,"31,727","34,974","4,775","71,476"
Skoda,Octavia,30.65053846,6.346153846,95,1136.692308,petrol,"51,686","11,777","2,957","66,420"
Rover,45,23.322,3.75,84.2,1853.9,petrol,"49,638","14,570","2,194","66,402"
Volvo,V70,50.96109091,6.181818182,135.2909091,1971.163636,diesel,"49,871","11,942","4,292","66,105"
Ford,Sierra,18.2955625,4.875,70.25,1836.5,petrol,"53,944","10,297","1,777","66,018"
Skoda,Felicia,11.370625,5,48,1518,petrol,"38,028","23,579","3,139","64,746"
Volvo,S40,35.28132353,5.176470588,113.3529412,2106.5,petrol,"46,218","14,569","3,649","64,436"
Fiat,Brava,17.22277778,4.888888889,70,1615.333333,petrol,"36,030","24,008","3,483","63,521"
Saab,9-3X,49.28583333,6,145,1963.666667,petrol,"43,526","15,563","4,046","63,135"
Land-Rover,Range,107.6705126,8.277310924,196.3361345,2521.092437,diesel,"50,463","9,936","2,281","62,680"
Audi,A6,82.06090909,7.727272727,199.7272727,2790.454545,diesel,"48,642","8,963","3,334","60,939"
Volvo,V40,35.81481651,6.293577982,117.4311927,1921.46789,petrol,"39,753","16,488","3,651","59,892"
Toyota,Celica,31.5255,5.166666667,109.6666667,1861.833333,petrol,"36,819","15,104","2,863","54,786"
Volkswagen,Beetle,33.25025,6.166666667,112.75,1475,petrol,"17,481","33,288","3,564","54,333"
Jaguar,XE,65.56875,8,167.25,1998,petrol,"43,499","8,541","2,123","54,163"
Jaguar,XJ,137.5695455,8,223.5454545,2813,petrol,"46,525","4,686","2,164","53,375"
Ford,Puma,30.3775,6.3125,94.0625,935.625,petrol,"17,915","29,639","2,914","50,468"
Volvo,440,20.27896296,4.111111111,72.85185185,1832.888889,petrol,"33,183","13,769","2,551","49,503"
Mini,One,24.09525,6.25,68.75,1498.25,petrol,"14,674","30,585","2,877","48,136"
MG,ZR,21.02333333,5,92.33333333,1729.333333,petrol,"28,360","18,165","1,540","48,065"
Renault,Espace,59,7,166,1798,petrol,"32,899","12,105","2,529","47,533"
Mercedes,CLK,72.79589474,6.210526316,166.3157895,3041,petrol,"30,584","12,613","2,752","45,949"
Subaru,Impreza,30.5976,1.8,97.6,1757.6,petrol,"35,531","8,267","1,868","45,666"
Mazda,626,20.7195,4.71875,81.375,1950.90625,petrol,"33,088","9,087","2,129","44,304"
Volkswagen,Bora,25.39952941,4.647058824,78.85294118,1891.588235,petrol,"31,510","9,786","1,982","43,278"
Seat,Leon,32.93965169,6.348314607,114.8202247,1615.370787,petrol,"29,664","11,286","2,029","42,979"
Saab,900,37.00904545,4.590909091,114.6818182,2208.090909,petrol,"29,883","10,254","2,740","42,877"
Jaguar,S-Type,66.58842105,5.736842105,172.3157895,2934.631579,petrol,"35,536","5,006","1,773","42,315"
Audi,TT,64.59222222,6.777777778,178.5555556,2011.555556,petrol,"25,065","14,213","2,821","42,099"
Fiat,Seicento,8.17,5,40,1108,petrol,"12,991","26,817","2,092","41,900"
Suzuki,Swift,19.08518182,3.727272727,68.90909091,1180.545455,petrol,"17,927","19,182","2,858","39,967"
Daewoo,Lanos,13.24516667,4.833333333,66.66666667,1506.5,petrol,"19,953","17,412","2,254","39,619"
Audi,80,27.09825,4.666666667,91.75,2247.333333,petrol,"30,247","7,315","1,675","39,237"
Renault,19,16.29053333,4.8,57.86666667,1645.133333,petrol,"25,091","11,103","1,761","37,955"
Toyota,MR2,34.19,6,103,1794,petrol,"24,161","11,459","1,825","37,445"
Mitsubishi,Carisma,22.69,4.8,82.2,1773.7,petrol,"26,844","8,769","1,803","37,416"
Alfa-Romeo,156,32.898125,5.333333333,116.2916667,2081.375,petrol,"28,591","6,997","1,723","37,311"
Volvo,850,36.38445588,4.5,125.7058824,2294.764706,petrol,"28,562","6,622","1,897","37,081"
Citroen,C5,34.9090566,5.603773585,104.2264151,1805.924528,diesel,"30,090","5,406","1,251","36,747"
Volvo,940,30.236875,4.5,110,2316,petrol,"27,674","6,926","1,836","36,436"
Saab,09-May,52.95719388,5.653061224,146.122449,2031.469388,petrol,"28,630","5,239","2,073","35,942"
Mercedes,190,36.64326667,4.466666667,88.73333333,2284.133333,petrol,"27,384","6,621","1,869","35,874"
Renault,Scenic,32.06304348,5.956521739,89.34782609,1472.826087,diesel,"22,125","12,365","1,367","35,857"
Hyundai,Getz,13.63642857,4.714285714,69,1424.857143,petrol,"16,759","16,942","1,022","34,723"
Fiat,Cinquecento,7.712,5,29,899,petrol,"12,949","19,586","1,882","34,417"
Fiat,Bravo,22.455,6,92.30769231,1466.307692,petrol,"18,719","13,726","1,747","34,192"
Ford,Fusion,19.37890909,4.863636364,61.27272727,1470.909091,petrol,"19,383","13,642",909,"33,934"
Citroen,Berlingo,27.4386,6.34,85.28,1452,diesel,"22,453","9,676","1,204","33,333"
Fiat,Stilo,22.77681818,5.272727273,92.36363636,1837.363636,petrol,"21,060","10,893","1,111","33,064"
Suzuki,Wagon,9.8628,5,50,1090.4,petrol,"16,287","13,631","2,481","32,399"
Volkswagen,Sharan,45.6995,6,114,1854.2,diesel,"21,454","8,676","2,122","32,252"
Mercedes,ML,77.41666667,7,188.3333333,2876,diesel,"21,077","8,874","1,752","31,703"
Mercedes,SLK,61.86283333,6.833333333,184.1666667,2748.333333,petrol,"14,181","14,731","2,437","31,349"
BMW,X5,113.2693333,8,246.3333333,2994.666667,diesel,"23,115","6,850","1,313","31,278"
Mazda,6,42.66935185,5.907407407,118.1851852,2095.185185,petrol,"23,772","5,524","1,071","30,367"
Nissan,X-Trail,47.361875,3.75,113.375,1774.8125,diesel,"20,968","6,909","1,476","29,353"
Citroen,C2,15.14,5,64,1382.75,petrol,"13,128","15,285",838,"29,251"
Rover,Mini,7.92,4,33.33333333,868.3333333,petrol,"13,474","14,339","1,327","29,140"
Toyota,Starlet,11.389,4.142857143,53,1308.285714,petrol,"10,392","16,682","1,599","28,673"
Suzuki,Alto,9.5628,4.6,50,996,petrol,"11,475","13,920","2,853","28,248"
Ford,Orion,15.40377778,5,60.11111111,1593.111111,petrol,"20,538","6,548",943,"28,029"
Toyota,Previa,43.08,4.666666667,105,2239.666667,petrol,"18,342","7,595","1,985","27,922"
Ford,Granada,18.84548718,4.076923077,87.07692308,2326.358974,petrol,"23,365","3,566",751,"27,682"
Volkswagen,Lupo,13.88308333,4.75,47.75,1373.75,petrol,"8,087","17,473","1,620","27,180"
Saab,9000,41.616,4.6,125.36,2336.52,petrol,"21,126","4,433","1,454","27,013"
Mitsubishi,Colt,17.03876744,5.302325581,73.48837209,1374.046512,petrol,"12,702","12,857","1,391","26,950"
BMW,740i,115.533,8,250,2998,petrol,"22,616","2,464","1,285","26,365"
Chrysler,Voyager,39.70773684,4.842105263,117.5789474,2719.842105,diesel,"16,712","7,766","1,213","25,691"
Porsche,911,158.7922667,7.466666667,293.5333333,3005.4,petrol,"21,932","2,273","1,126","25,331"
Peugeot,309,14.350125,4.875,59.5,1642.875,petrol,"17,022","7,058","1,002","25,082"
Nissan,Terrano,37.01736842,4.736842105,97.57894737,2697.368421,diesel,"17,099","6,332",979,"24,410"
Suzuki,Jimny,25.94322222,4.777777778,67,1372.666667,petrol,"9,454","11,984","2,073","23,511"
Fiat,Marea,20.1241875,4.875,79.875,1836.875,petrol,"16,277","5,655","1,042","22,974"
MG,TF,32.09,4,98.2,1754.4,petrol,"10,159","11,532","1,239","22,930"
Mercedes,300,62.39565385,4.384615385,135.5,2972.307692,petrol,"17,835","3,829","1,194","22,858"
Volvo,S60,52.085,8,223.8333333,1969,petrol,"18,271","3,064","1,213","22,548"
Fiat,Panda,10.42388889,5,52.44444444,1095.777778,petrol,"10,116","11,397",935,"22,448"
Hyundai,Lantra,16.4455,4.666666667,78,1741,petrol,"14,738","6,636","1,036","22,410"
Kia,Rio,22.95871429,6.285714286,80,998,petrol,"13,677","7,773",716,"22,166"
Porsche,Boxster,83.50125,6.5,213.5,3071,petrol,"16,330","4,345","1,358","22,033"
Subaru,Legacy,37.52210345,3.896551724,107.3793103,2084.37931,petrol,"15,352","4,950","1,387","21,689"
Alfa-Romeo,147,25.3433871,5.193548387,95.09677419,1802.774194,petrol,"12,401","7,242","1,069","20,712"
BMW,Z3,39.7374,4.6,115,2234.4,petrol,"10,687","8,175","1,314","20,176"
Fiat,Uno,11.28285714,4.285714286,49.28571429,1337.714286,petrol,"10,542","8,342",987,"19,871"
Seat,Alhambra,49.82277778,6,115.8333333,1746.944444,petrol,"13,033","5,330","1,335","19,698"
Daewoo,Nexia,12.47666667,4.666666667,58.66666667,1498,petrol,"11,334","7,177","1,079","19,590"
Suzuki,Ignis,19.45142857,3.571428571,61,1197,petrol,"9,274","8,493","1,699","19,466"
Ford,Scorpio,30.86290909,4.454545455,105.5454545,2458.909091,petrol,"16,143","2,592",702,"19,437"
Mercedes,Sprinter,43.06842105,6.254385965,104.2017544,2222.710526,diesel,"15,856","1,760","1,305","18,921"
MG,ZS,30.99,0,105,335,automatic,"14,275","3,791",447,"18,513"
Nissan,Bluebird,14.4382,4.9,64.2,1891.7,petrol,"13,924","3,910",598,"18,432"
Mazda,3,30.99513158,5.789473684,101.8947368,1905.631579,petrol,"10,954","6,528",593,"18,075"
Seat,Arosa,13.70454545,4.818181818,47.45454545,1384,petrol,"5,986","10,381",807,"17,174"
Seat,Toledo,20.37,5.642857143,74.21428571,1324.357143,petrol,"12,935","3,431",678,"17,044"
Volvo,S80,50.94,6.266666667,138.2833333,1986.766667,diesel,"14,203","1,864",922,"16,989"
Honda,Prelude,27.78966667,4.666666667,110.6666667,2050.333333,petrol,"11,731","3,964",824,"16,519"
BMW,M3,135.1055,6.5,309,3999,petrol,"14,267","1,594",609,"16,470"
BMW,118i,37.4265,6.2,104.2,1796.6,petrol,"8,817","6,734",910,"16,461"
Audi,A2,23.0525,5,55,1406,petrol,"7,463","7,905","1,063","16,431"
Chrysler,PT,29.88478947,4.736842105,109.1052632,2238.631579,petrol,"9,785","5,820",766,"16,371"
Kia,Picanto,16.59192308,5,52.84615385,998,petrol,"5,983","9,724",551,"16,258"
Ford,Maverick,29.151,5,89,2526.5,petrol,"11,431","4,145",633,"16,209"
Jaguar,XK,145.6466667,6,283,5000,petrol,"13,095","2,165",761,"16,021"
Chrysler,Neon,19.71783333,4,98,1995,petrol,"10,242","4,865",793,"15,900"
Mitsubishi,Space,23.16515789,3.947368421,82.15789474,1817.315789,petrol,"9,922","5,166",602,"15,690"
MG,ZT,42.74666667,5,128.5,2548.833333,petrol,"13,085","1,945",449,"15,479"
Subaru,Forester,51.646,0,110,1995,petrol,"10,293","4,079","1,092","15,464"
Honda,HR-V,32.723,3.6,96,1498,petrol,"8,100","6,514",819,"15,433"
Mitsubishi,Space,23.16515789,3.947368421,82.15789474,1817.315789,petrol,"9,649","4,584",953,"15,186"
Volkswagen,Touran,32.98557692,6.230769231,94.03846154,1528.807692,diesel,"8,831","5,124",918,"14,873"
Mitsubishi,Galant,25.08266667,4.533333333,93.6,2127.333333,petrol,"11,665","2,475",592,"14,732"
Hyundai,Santa,44.14181818,6.545454545,144.6363636,2242.636364,diesel,"9,948","4,079",418,"14,445"
Nissan,Serena,22.95383333,5,67.33333333,1908.166667,petrol,"9,290","3,777",774,"13,841"
Fiat,Multipla,25.2075,5,80.5,1753,petrol,"8,096","4,873",788,"13,757"
Kia,Sportage,43.97,6.6,115.3,1634.2,diesel,"8,385","4,867",499,"13,751"
Skoda,Favorit,7.863333333,5,44,1289,petrol,"8,874","4,103",542,"13,519"
Mercedes,SLS,264.675,7,420,6208,petrol,"10,040","2,716",714,"13,470"
Ford,Streetka,26,5,70,1597,petrol,"2,338","10,611",492,"13,441"
Renault,Kangoo,18.76848837,4.860465116,67.02325581,1391.023256,diesel,"7,873","4,690",706,"13,269"
Kia,Pride,9.358333333,4.333333333,47,1324,petrol,"6,099","6,454",653,"13,206"
Fiat,Tipo,23.585,5.8125,80.8125,1446.125,diesel,"7,765","4,543",641,"12,949"
Volvo,XC90,85.82946154,8,213.1538462,1969,petrol,"8,412","3,636",877,"12,925"
Volvo,460,20.49710714,4.142857143,72.42857143,1824.428571,petrol,"8,964","3,189",577,"12,730"
Honda,Concerto,16.67175,4.5,74,1541.5,petrol,"7,875","4,105",738,"12,718"
Suzuki,Baleno,17.587,4.083333333,73.08333333,1363.5,petrol,"7,471","4,305",650,"12,426"
Ford,Cougar,32.11766667,4.666666667,115.3333333,2362,petrol,"9,084","2,736",474,"12,294"
Seat,Cordoba,17.31241935,4.967741935,66.35483871,1655.741935,petrol,"7,555","3,629",553,"11,737"
Hyundai,Matrix,18.513,4.6,76,1599,petrol,"7,215","3,853",267,"11,335"
Citroen,C4,29.26025,5.95,90.625,1462.3625,petrol,"7,713","3,098",280,"11,091"
Ford,Probe,24.84,5,102,2244,petrol,"8,082","2,180",456,"10,718"
Peugeot,407,38.72769231,5.538461538,114.6538462,2178.192308,diesel,"8,649","1,690",375,"10,714"
Land-Rover,Range,107.6705126,8.277310924,196.3361345,2521.092437,diesel,"9,373","1,022",298,"10,693"
Toyota,Camry,30.0062,3.2,115.4666667,2245.6,petrol,"8,417","1,718",551,"10,686"
Audi,100,37.32636,4.76,101.12,2349.08,petrol,"8,457","1,658",476,"10,591"
Volvo,C70,52.19640625,5.3125,126.5,2323.9375,petrol,"7,055","2,843",561,"10,459"
Kia,Carens,31.195,6,105.875,1755.75,petrol,"7,250","2,827",252,"10,329"
Kia,Sorento,36.01325,6,151.6666667,2048.666667,petrol,"7,589","2,340",242,"10,171"
Peugeot,Partner,20.36464286,5.857142857,82.25,1534.392857,diesel,"6,678","2,989",372,"10,039"
Daewoo,Leganza,23.245,4.5,98,1998,petrol,"7,369","1,941",452,"9,762"
Mazda,Demio,14.7754,4.8,51.4,1428.4,petrol,"4,309","4,641",482,"9,432"
BMW,Z4,64.109625,6.75,202.125,2778,petrol,"5,878","2,863",667,"9,408"
Mitsubishi,Lancer,23.01661538,4.730769231,90.88461538,1709.538462,petrol,"6,778","2,241",348,"9,367"
Suzuki,Liana,18.88233333,4.666666667,74,1523.333333,petrol,"5,927","2,742",526,"9,195"
Fiat,Ulysse,36.70125,4.875,91.75,2019.75,petrol,"6,292","2,417",437,"9,146"
Daihatsu,Terios,26.19775,4.625,77,1495,petrol,"4,340","4,383",419,"9,142"
Daewoo,Espero,16.80266667,4.5,71,1764,petrol,"6,718","2,013",404,"9,135"
Renault,21,20.35378947,4.789473684,67.68421053,1996.684211,petrol,"6,647","1,805",405,"8,857"
Mazda,Premacy,23.22409091,4.909090909,82,1938,petrol,"5,635","2,808",380,"8,823"
Smart,City-coupe,13.2053,6,35.8,679,petrol,"4,003","4,204",515,"8,722"
Mazda,MX-3,22.127,5,83,1721.5,petrol,"4,525","3,517",495,"8,537"
Mazda,2,21.6,6,64.625,1496,petrol,"4,171","3,972",320,"8,463"
Lotus,Elise,53.792,6,134.3333333,1730,petrol,"7,220",836,340,"8,396"
Peugeot,806,29.57028571,5,84,1997.142857,diesel,"5,737","2,179",459,"8,375"
Toyota,Picnic,25.29875,4.5,94,1998,petrol,"5,256","2,474",598,"8,328"
Renault,Modus,17.82333333,4.666666667,70.33333333,1298.666667,petrol,"4,154","3,750",352,"8,256"
Kia,Shuma,15.16166667,4.666666667,75,1594,petrol,"5,566","2,291",332,"8,189"
BMW,X3,76.5922,8,184,2396.4,petrol,"4,726","2,847",439,"8,012"
Hyundai,Trajet,30.352,4.4,99,2117.6,petrol,"5,225","2,423",257,"7,905"
Fiat,Doblo,25.17006452,5.516129032,79.30645161,1523.741935,diesel,"5,617","1,975",232,"7,824"
Volkswagen,Vento,18.16715385,4.692307692,70.30769231,1932.153846,petrol,"5,577","1,883",357,"7,817"
Daihatsu,Sirion,14.333375,4.5625,59.875,1183.25,petrol,"3,184","4,126",364,"7,674"
Volvo,960,40.7645,4.333333333,133.3333333,2634.222222,petrol,"5,440","1,076",375,"6,891"
Rover,CityRover,11.74,5,63,1405,petrol,"3,106","3,393",303,"6,802"
Hyundai,Sonata,31.7425,4.833333333,119.6666667,2116,petrol,"5,043","1,222",272,"6,537"
Volvo,S70,36.90769355,4.5,126.1451613,2344,petrol,"5,342",854,320,"6,516"
Mazda,Xedos,28.9602,4.4,100.8,1936.6,petrol,"4,947","1,185",375,"6,507"
Mazda,121,13.191,5,51.33333333,1431.333333,petrol,"2,557","3,550",327,"6,434"
Audi,Coupe,35.86943902,5.585365854,117.0243902,1980.634146,petrol,"5,271",861,236,"6,368"
Rover,Streetwise,20.74,5,75,1695,petrol,"3,322","2,802",242,"6,366"
Land-Rover,Defender,108.7471951,7.853658537,207.6097561,2304.97561,diesel,"4,863","1,004",340,"6,207"
Porsche,944,59.4905,5,137.5,2734.5,petrol,"5,227",737,236,"6,200"
Toyota,Supra,81.295,8,250,2998,petrol,"5,306",652,198,"6,156"
Volkswagen,Corrado,35.34,5,118,1781,petrol,"5,050",728,237,"6,015"
Ford,Capri,11.7129,4,69,1864.8,petrol,"5,006",774,124,"5,904"
Honda,S2000,55.25,6,177,1997,petrol,"4,287","1,277",336,"5,900"
Kia,Mentor,14.76166667,4.666666667,75,1594,petrol,"3,663","1,941",260,"5,864"
Audi,A8,116.545,8,230,2981,petrol,"5,138",391,266,"5,795"
Volvo,V50,36.52419118,5.176470588,113.3529412,2106.5,petrol,"3,855","1,342",353,"5,550"
Subaru,Justy,11.745,5,51,998,petrol,"2,484","2,594",426,"5,504"
Ford,Explorer,76.71,0,336,0,petrol,"4,201","1,068",200,"5,469"
Porsche,Cayenne,158.976,8,326,3295,petrol,"4,082","1,129",236,"5,447"
Volkswagen,Jetta,31.30566667,6.259259259,96.92592593,1587.222222,petrol,"3,909","1,270",232,"5,411"
Audi,Cabriolet,43.9745,4.5,98,2309,petrol,"3,314","1,723",301,"5,338"
Nissan,Patrol,38.48247059,4.882352941,90.94117647,2953.588235,diesel,"4,271",883,181,"5,335"
BMW,640i,114.8758333,8,235,2979,petrol,"4,443",634,212,"5,289"
Citroen,C8,45.59125,5.25,104.1666667,2027.833333,petrol,"3,446","1,620",222,"5,288"
Alfa-Romeo,146,18.19842857,5,87.71428571,1696.428571,petrol,"3,703","1,289",290,"5,282"
Mercedes,CLA,46.5274,7.04,131.6,1596.92,petrol,"4,519",514,194,"5,227"
Renault,Safrane,31.79107143,4.571428571,104.1428571,2211.071429,petrol,"4,032",795,252,"5,079"
Peugeot,807,45.76307692,5.307692308,109.0769231,2053,diesel,"3,275","1,496",271,"5,042"
Volkswagen,Scirocco,33.70615385,6.153846154,120.1538462,1750.615385,petrol,"3,833",984,213,"5,030"
Hyundai,Elantra,19.055,4.6,89.2,1827.8,petrol,"3,739","1,079",147,"4,965"
Skoda,Superb,39.725,6.8,110,1592,petrol,"4,177",520,238,"4,935"
Smart,Roadster-coupe,24.35,6,60,698,petrol,"2,841","1,705",248,"4,794"
Volkswagen,Touareg,94.098125,8,190,2967,diesel,"3,449","1,128",201,"4,778"
Hyundai,Tucson,41.59161538,6.461538462,111.3076923,1624.769231,petrol,"3,144","1,432",96,"4,672"
Toyota,Prius,33.798,0,96,1797.4,petrol,"3,010","1,004",491,"4,505"
Citroen,XM,36.35965,4.55,110.5,2345.1,petrol,"3,791",516,191,"4,498"
Alfa-Romeo,Spider,55.2,6,163.5,2696.5,petrol,"2,961","1,237",260,"4,458"
Fiat,Tempra,17.91985714,4.19047619,64.47619048,1759.190476,petrol,"3,204",962,190,"4,356"
Peugeot,607,48.09553571,5.107142857,117.7857143,2315,petrol,"3,587",487,166,"4,240"
Audi,S3,60.87,6.75,228,1984,petrol,"3,380",673,182,"4,235"
Nissan,Maxima,34.10357143,4.571428571,121.8571429,2555.285714,petrol,"3,454",565,212,"4,231"
Nissan,Prairie,21.407,4.5,72,1974,petrol,"2,817","1,036",217,"4,070"
Honda,Shuttle,30.081,4,110,2254,petrol,"2,643","1,059",289,"3,991"
Nissan,350Z,55.4225,6,221,3498,petrol,"3,265",485,161,"3,911"
Smart,Forfour,24.674,0,60,160,automatic,"1,813","1,803",218,"3,834"
Honda,Stream,27.935,5,103.5,1833,petrol,"2,338","1,230",264,"3,832"
Toyota,Hilux,46.60136364,6,110,2393,diesel,"3,030",596,146,"3,772"
Alfa-Romeo,145,17.42714286,5,87.71428571,1696.428571,petrol,"2,477",958,188,"3,623"
Mercedes,Viano,57.22905851,5.234042553,120.4255319,2309.340426,diesel,"2,545",792,222,"3,559"
Mazda,MX-6,30.92666667,4.666666667,110.3333333,2328.333333,petrol,"2,482",795,168,"3,445"
Honda,Legend,69.397,5,173,3358.666667,petrol,"2,813",416,188,"3,417"
Seat,Altea,27.13,5.768421053,96.05263158,1774.778947,diesel,"2,009",898,479,"3,386"
Volvo,XC70,58.46907407,6.444444444,148.5185185,2174.037037,diesel,"2,484",634,249,"3,367"
Peugeot,107,11.14333333,5,50,998,petrol,"1,035","2,037",107,"3,179"
Honda,FR-V,33.12857143,5.285714286,103,1914.714286,petrol,"1,873","1,078",147,"3,098"
Chevrolet,Matiz,9.492272727,4.909090909,40.81818182,850.2727273,petrol,"1,250","1,660",173,"3,083"
Audi,S4,95.29916667,6.333333333,253.6666667,3764.333333,petrol,"2,551",377,123,"3,051"
Bentley,Continental,285.247,7.2,428.2,5577.8,petrol,"2,710",202,101,"3,013"
Suzuki,SJ,8.4656,4.6,41.4,1182.4,petrol,"2,275",594,104,"2,973"
BMW,M550i,134.789,8,390,4395,petrol,"2,566",144,106,"2,816"
Ssangyong,Musso,38.79428571,4.428571429,98.57142857,2755.571429,diesel,"2,132",503,106,"2,741"
Hyundai,Terracan,44.62833333,4.333333333,127.6666667,3100.333333,diesel,"2,070",494,53,"2,617"
Chevrolet,Kalos,14.22409091,4.727272727,64.45454545,1353.363636,petrol,"1,364","1,053",148,"2,565"
Honda,Integra,17.5296,4.6,78.4,1549.8,petrol,"1,946",512,89,"2,547"
Audi,90,28.379,4.6,91.6,2181.2,petrol,"2,025",409,91,"2,525"
Aston-Martin,DB7,158.823,4.5,250,3228,petrol,"2,138",186,99,"2,423"
